name,lat,lon,humidity,time_recorded
Czerwionka-Leszczyny,50.15007,18.67762,94,2017-07-14T21:48:09Z
Az Zahiriyah,31.40967,34.973289,37,2017-07-14T21:48:09Z
Fanzeres,41.170872,-8.5257,0,2017-07-14T21:48:09Z
Ermezinde,41.22176,-8.55462,0,2017-07-14T21:48:09Z
Knjazevac,43.564838,22.250231,49,2017-07-14T21:48:10Z
Ekazhevo,43.212219,44.823059,58,2017-07-14T21:48:10Z
Al Munayzilah,25.383329,49.666672,11,2017-07-14T21:48:11Z
Al Mubarraz,25.41,49.58083,11,2017-07-14T21:48:11Z
Gazanjyk,39.244629,55.515362,20,2017-07-14T21:48:15Z
Buzmeyin,38.050671,58.205589,34,2017-07-14T21:48:15Z
Menzel Abderhaman,37.23737,9.86313,0,2017-07-14T21:48:15Z
Erzin,36.955891,36.200001,55,2017-07-14T21:48:15Z
Hizan,38.225719,42.427761,19,2017-07-14T21:48:16Z
Artsyz,45.99194,29.41824,55,2017-07-14T21:48:17Z
Wobulenzi,0.72833,32.512218,91,2017-07-14T21:48:17Z
Elizabeth City,36.294601,-76.251053,78,2017-07-14T21:48:19Z
Firozpur Jhirka,27.799999,76.949997,68,2017-07-14T21:48:25Z
Zheleznodorozhnyy,55.750278,38.004166,59,2017-07-14T21:48:25Z
Berezhani,49.450001,24.933332,60,2017-07-14T21:48:26Z
Avezzano,42.04023,13.4388,0,2017-07-14T21:48:27Z
Ciudad Juarez,31.73333,-106.48333,61,2017-07-14T21:48:28Z
Mazatlan,23.216669,-106.416672,100,2017-07-14T21:48:28Z
Orizaba,18.85,-97.099998,91,2017-07-14T21:48:28Z
Uelzen,52.966671,10.56667,0,2017-07-14T21:48:28Z
Kitzingen,49.73333,10.16667,0,2017-07-14T21:48:28Z
Kreuztal,50.966671,7.98333,0,2017-07-14T21:48:28Z
Shiraz,29.6036,52.538799,19,2017-07-14T21:48:28Z
Denizli,37.77417,29.0875,27,2017-07-14T21:48:29Z
Trabzon,41.005001,39.72694,63,2017-07-14T21:48:30Z
Erzurum,39.908611,41.276939,41,2017-07-14T21:48:30Z
Yozgat,39.82,34.80444,32,2017-07-14T21:48:30Z
Zalaegerszeg,46.84,16.843889,75,2017-07-14T21:48:31Z
Matanzas,23.041109,-81.577499,94,2017-07-14T21:48:31Z
Mamoudzou,-12.77944,45.227219,100,2017-07-14T21:48:31Z
Varzea Alegre,-5.35,-40.383331,46,2017-07-14T21:48:33Z
Vera Cruz,-12.63333,-41.033329,88,2017-07-14T21:48:33Z
Vazante,-17.98694,-46.90778,60,2017-07-14T21:48:33Z
Santaluz,-11.25583,-39.374722,85,2017-07-14T21:48:33Z
Dois Vizinhos,-25.73361,-53.05722,70,2017-07-14T21:48:34Z
Santa Cruz,-34.633331,-71.366669,98,2017-07-14T21:48:36Z
Esparza,9.99447,-84.664658,84,2017-07-14T21:48:37Z
Kamenz,51.267979,14.09374,0,2017-07-14T21:48:37Z
Bazpur,29.15,79.116669,77,2017-07-15T09:55:50Z
Baloda Bazar,21.66667,82.166672,87,2017-07-15T09:55:50Z
Azamgarh,26.059999,83.186111,78,2017-07-15T09:55:50Z
Aizawl,23.73333,92.716667,92,2017-07-15T09:55:50Z
Afzalpur,17.200001,76.349998,86,2017-07-15T09:55:50Z
Afzalgarh,29.4,78.683327,77,2017-07-15T09:55:50Z
Muvattupuzha,9.97985,76.573807,94,2017-07-15T09:55:50Z
Rawanduz,36.61631,44.531109,28,2017-07-15T09:55:51Z
Az Zubayr,30.39447,47.701141,15,2017-07-15T09:55:51Z
Al Aziziyah,32.90583,45.06163,11,2017-07-15T09:55:51Z
Saqqez,36.24992,46.273499,15,2017-07-15T09:55:52Z
Shahin Dezh,36.679298,46.566898,60,2017-07-15T09:55:52Z
Sabzevar,36.212601,57.681911,23,2017-07-15T09:55:52Z
Ramhormoz,31.27997,49.603512,8,2017-07-15T09:55:52Z
Neyriz,29.198799,54.327801,16,2017-07-15T09:55:52Z
Nazarabad,35.952099,50.607498,56,2017-07-15T09:55:52Z
Mehriz,31.591681,54.431782,17,2017-07-15T09:55:52Z
Firuzabad,28.8438,52.570702,14,2017-07-15T09:55:52Z
Borazjan,29.2666,51.2159,50,2017-07-15T09:55:53Z
Azna,33.609501,48.930698,24,2017-07-15T09:55:53Z
